book_id,original_title,authors,genre,original_publication_year,image_url
5265,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books),Dr. Seuss,classics|poetry|fantasy,1968.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5266,Beautiful Bitch,Christina Lauren,romance|contemporary|ebooks|fiction,2013.0,https://images.gr-assets.com/books/1368101793m/17831616.jpg
5267,"The Recruit (Cherub, #1)",Robert Muchamore,fiction|mystery|thriller|crime|contemporary|fantasy|suspense,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5268,Művészeti Anatómia,Jenő Barcsay,art|nonfiction,1953.0,https://images.gr-assets.com/books/1328858785m/327246.jpg
5268,Anatomy for the Artist,Sarah Simblet,art|nonfiction,2001.0,https://images.gr-assets.com/books/1309295064m/327242.jpg
5269,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,science|history|nonfiction|biography|philosophy|fiction|ebooks|business,1997.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5270,The Christmas Box,Richard Paul Evans,fiction|christian|religion|classics|contemporary|romance|spirituality,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5271,My Blood Approves,Amanda Hocking,paranormal|fantasy|romance|ebooks|fiction|contemporary,2010.0,https://images.gr-assets.com/books/1282351187m/8046350.jpg
5272,Until November,Aurora Rose Reynolds,contemporary|romance|ebooks|suspense|fiction|mystery,2013.0,https://images.gr-assets.com/books/1376867667m/18341046.jpg
5273,The Bloody Chamber & Other Stories,Angela Carter,fantasy|fiction|horror|classics|romance|contemporary|paranormal|mystery,1979.0,https://images.gr-assets.com/books/1388633104m/49011.jpg
5274,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,travel|memoir|biography|cookbooks|nonfiction|ebooks|contemporary|fiction,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5275,Power of Art,Simon Schama,art|history|nonfiction|philosophy|biography,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5276,"Finding me : A Decade of Darkness, a Life Reclaimed",Michelle Knight,memoir|nonfiction|biography|crime|ebooks|horror|fiction|mystery|history|psychology,2014.0,https://images.gr-assets.com/books/1387770620m/20257122.jpg
5277,Born in Shame,Nora Roberts,romance|fiction|contemporary|ebooks|paranormal|mystery|fantasy,1996.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5278,Return to Paradise,Simone Elkeles,romance|contemporary|fiction|ebooks,2010.0,https://images.gr-assets.com/books/1271357819m/7797874.jpg
5279,My Heart and Other Black Holes,Jasmine Warga,contemporary|romance|fiction|ebooks|psychology,2015.0,https://images.gr-assets.com/books/1415056175m/18336965.jpg
5280,Girl in a Band,Kim Gordon,music|memoir|biography|nonfiction|art|ebooks,2015.0,https://images.gr-assets.com/books/1412840109m/22693211.jpg
5281,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Heather Brewer,fantasy|paranormal|fiction|horror|romance|mystery|contemporary|thriller,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5282,Book of the Dead,Patricia Cornwell,mystery|fiction|crime|thriller|suspense|ebooks,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5283,The Hero with a Thousand Faces,Joseph Campbell,philosophy|nonfiction|psychology|religion|history|classics|spirituality|fantasy|fiction|science|art,1949.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5284,Bad Blood,John Sandford,mystery|fiction|thriller|crime|suspense|ebooks,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5285,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",D.C. Talk,christian|biography|nonfiction|religion|history|spirituality|fiction|philosophy,1997.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5286,Cooked: A Natural History of Transformation ,Michael Pollan,history|cookbooks|nonfiction|science|ebooks|memoir|philosophy|contemporary,2013.0,https://images.gr-assets.com/books/1350939053m/15811496.jpg
5287,Daughter of the Blood,Anne Bishop,fantasy|romance|fiction|paranormal|horror|ebooks,1998.0,https://images.gr-assets.com/books/1400569100m/47956.jpg
5288,The Lost Gate,Orson Scott Card,fantasy|fiction|paranormal|ebooks|mystery|contemporary,2011.0,https://images.gr-assets.com/books/1312042223m/9265891.jpg
5289,"Politi (Harry Hole, #10)",Jo Nesbø,crime|mystery|fiction|suspense|ebooks,2013.0,https://images.gr-assets.com/books/1373049226m/18142329.jpg
5290,Vittorio the Vampire,Anne Rice,horror|fantasy|fiction|paranormal|ebooks|romance|suspense|history|classics|thriller,1999.0,https://images.gr-assets.com/books/1289014320m/31342.jpg
5291,,,manga|fantasy|romance|comics|fiction|paranormal,,
5292,The Lace Reader,Brunonia Barry,fiction|mystery|fantasy|contemporary|suspense|thriller|romance|ebooks,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5293,Anne Rice's The Tale of the Body Thief (Graphic Novel),Faye Perozich,horror|paranormal|fantasy|fiction|romance|mystery|thriller|comics,2000.0,https://images.gr-assets.com/books/1316019640m/43818.jpg
5294,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,fiction|contemporary|classics|memoir|ebooks,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5295,"A Stroke of Midnight (Merry Gentry, #4)",Laurell K. Hamilton,fantasy|paranormal|romance|fiction|horror|mystery|ebooks|contemporary,2005.0,https://images.gr-assets.com/books/1400966510m/30226.jpg
5296,The Chemist,Stephenie Meyer,thriller|fiction|mystery|romance|suspense|contemporary|crime|ebooks,2016.0,https://images.gr-assets.com/books/1468944057m/31176886.jpg
5297,Empress Orchid,Anchee Min,fiction|history|romance|biography|contemporary|ebooks,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5298,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",Eoin Colfer,fiction|fantasy|science|ebooks|classics,2009.0,https://images.gr-assets.com/books/1327908458m/6359434.jpg
5299,,Kathy Reichs,mystery|fiction|thriller|suspense|ebooks|contemporary|crime|science,2004.0,https://images.gr-assets.com/books/1452312670m/181116.jpg
5300,Damaged,H.M. Ward,romance|contemporary|ebooks|fiction|suspense,2013.0,https://images.gr-assets.com/books/1363632179m/17231976.jpg
5301,The Princess and the Goblin,George MacDonald,fantasy|fiction|classics|christian|ebooks,1872.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5302,,,mystery|crime|fiction|thriller|suspense|ebooks|contemporary|religion|romance,,
5303,There's a Wocket in My Pocket,Dr. Seuss,fiction|poetry|classics|fantasy,1974.0,https://images.gr-assets.com/books/1327448521m/310272.jpg
5304,Midnight,Dean Koontz,horror|fiction|thriller|suspense|mystery|fantasy|ebooks|paranormal,1989.0,https://images.gr-assets.com/books/1308459731m/64955.jpg
5305,The Gatecrasher,Madeleine Wickham,fiction|romance|contemporary|ebooks,1998.0,https://images.gr-assets.com/books/1312001285m/1402668.jpg
5306,The Confusion,Neal Stephenson,fiction|fantasy|history|science|ebooks|philosophy,2004.0,https://images.gr-assets.com/books/1407706997m/822.jpg
5307,Raising Steam,Terry Pratchett,fantasy|fiction|ebooks,2013.0,https://images.gr-assets.com/books/1375882313m/11275323.jpg
5308,Independent Study,Joelle Charbonneau,fiction|fantasy|romance|ebooks|suspense|thriller|mystery,2014.0,https://images.gr-assets.com/books/1380034496m/17165932.jpg
5309,X,Sue Grafton,mystery|fiction|crime|thriller|suspense|ebooks,2015.0,https://images.gr-assets.com/books/1429811123m/24940998.jpg
5310,Lord of Light,Roger Zelazny,fantasy|fiction|classics|religion|science|philosophy|ebooks,1967.0,https://images.gr-assets.com/books/1330127327m/13821.jpg
5311,Esio Trot,Roald Dahl,fiction|fantasy|classics|romance,1990.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5312,Hellboy: The Chained Coffin and Others,Mike Mignola,comics|horror|fantasy|fiction|paranormal|mystery|thriller|religion,1998.0,https://images.gr-assets.com/books/1486039255m/102461.jpg
5313,A Simple Plan,Scott B. Smith,fiction|thriller|mystery|crime|suspense|horror|contemporary|ebooks,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5314,Run for Your Life,James Patterson,mystery|fiction|thriller|crime|suspense|ebooks,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5315,Play It as It Lays,Joan Didion,classics|contemporary|fiction|memoir,1970.0,https://images.gr-assets.com/books/1327935636m/428.jpg
5316,Dime Store Magic,Kelley Armstrong,paranormal|fantasy|romance|fiction|horror|ebooks|mystery|contemporary|suspense,2004.0,https://images.gr-assets.com/books/1355183293m/125926.jpg
5317,Blue Mars ,Kim Stanley Robinson,fiction|science|fantasy|ebooks|classics,1996.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5318,As Valkírias,Paulo Coelho,fiction|spirituality|philosophy|fantasy|contemporary|ebooks|religion|romance|biography|nonfiction,1988.0,https://images.gr-assets.com/books/1414013931m/4006.jpg
5319,The Long Way Home,Louise Penny,mystery|fiction|crime|art|suspense|contemporary|thriller,2014.0,https://images.gr-assets.com/books/1396828238m/19561922.jpg
5320,Please Ignore Vera Dietz,A.S. King,contemporary|fiction|mystery|romance|ebooks,2010.0,https://images.gr-assets.com/books/1394240671m/6665671.jpg
5321,The Spook's Curse,Joseph Delaney,fantasy|horror|fiction|paranormal|ebooks|mystery|thriller,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5322,The Struggle,L.J. Smith,fantasy|paranormal|romance|fiction|horror|ebooks|contemporary|mystery,1991.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5323,The Dark Highlander,Karen Marie Moning,romance|paranormal|fantasy|fiction|contemporary|ebooks,2002.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5324,The Immortal Highlander ,Karen Marie Moning,romance|paranormal|fantasy|fiction|contemporary|ebooks,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5325,"No god but God: The Origins, Evolution, and Future of Islam",Reza Aslan,religion|history|nonfiction|philosophy|spirituality|fiction,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5326,Valis,Philip K. Dick,fiction|philosophy|fantasy|religion|science|classics|ebooks|psychology|biography|spirituality,1981.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5327,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",Simone de Beauvoir,philosophy|nonfiction|classics|history|fiction|ebooks,1949.0,https://images.gr-assets.com/books/1327978178m/457264.jpg
5328,The Runaway King,Jennifer A. Nielsen,fantasy|fiction|romance|ebooks|mystery,2013.0,https://images.gr-assets.com/books/1351133357m/15703770.jpg
5329,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,fantasy|fiction|ebooks,1990.0,https://images.gr-assets.com/books/1403168128m/28481.jpg
5330,Jailbird,Kurt Vonnegut Jr.,fiction|classics|contemporary|ebooks|history|crime|philosophy,1979.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5331,Y: The Last Man Vol. 9: Motherland,Brian K. Vaughan,comics|fiction|fantasy|ebooks|mystery|thriller,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5332,Ilium,Dan Simmons,fantasy|fiction|history|thriller|ebooks,2003.0,https://images.gr-assets.com/books/1390894862m/3973.jpg
5333,,Noelle Stevenson,comics|fantasy|fiction|mystery|paranormal|contemporary|ebooks,2015.0,https://images.gr-assets.com/books/1435843806m/22554204.jpg
5334,The Highly Sensitive Person - How to Thrive when the World Overwhelms You,Elaine N. Aron,psychology|nonfiction|science|spirituality|philosophy|business|ebooks,1996.0,https://images.gr-assets.com/books/1320525063m/923950.jpg
5335,The Palace of Illusions,Chitra Banerjee Divakaruni,fiction|fantasy|history|romance|contemporary|ebooks|religion|philosophy,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5336,The First American: The Life and Times of Benjamin Franklin,H.W. Brands,biography|history|nonfiction|ebooks|philosophy|science|business|christian,2000.0,https://images.gr-assets.com/books/1320438405m/147602.jpg
5337,Dance of Death,Douglas Preston,mystery|thriller|horror|suspense|crime|fiction|fantasy|ebooks|paranormal|contemporary,2005.0,https://images.gr-assets.com/books/1172082458m/136638.jpg
5338,This World We Live In,Susan Beth Pfeffer,fiction|romance|fantasy|ebooks|science|contemporary,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5339,Hunter × Hunter #1,Yoshihiro Togashi,manga|fantasy|comics|fiction|ebooks,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5340,Vengeance in Death,J.D. Robb,mystery|romance|crime|fiction|suspense|thriller|ebooks|fantasy|contemporary,1997.0,https://images.gr-assets.com/books/1314315865m/132778.jpg
5341,To Say Nothing of the Dog,Connie Willis,fiction|fantasy|mystery|romance|history|science|travel|ebooks|contemporary,1998.0,https://images.gr-assets.com/books/1469410460m/77773.jpg
5342,The Gift,James Patterson,fantasy|fiction|paranormal|mystery|romance|thriller|science,2010.0,https://images.gr-assets.com/books/1273009084m/7646805.jpg
5343,The Terminal Man,Michael Crichton,fiction|thriller|suspense|mystery|science|horror|fantasy|contemporary|crime|ebooks,1972.0,https://images.gr-assets.com/books/1461056182m/7679.jpg
5344,A Song of Ice and Fire Graphic Novels,Daniel Abraham,fantasy|comics|fiction|ebooks|crime|mystery|romance|paranormal|suspense|horror,2011.0,https://images.gr-assets.com/books/1376738412m/18337259.jpg
5345,White Cat,Holly Black,fantasy|paranormal|mystery|fiction|romance|crime|contemporary|ebooks|thriller,2010.0,https://images.gr-assets.com/books/1358274572m/6087756.jpg
5346,Where I’m Calling From: The Selected Stories,Raymond Carver,fiction|classics|contemporary|poetry,1988.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5347,Something Rotten,Jasper Fforde,fantasy|fiction|mystery|crime|contemporary|ebooks,2004.0,https://images.gr-assets.com/books/1479773726m/26999.jpg
5348,The Land of the Painted Caves,Jean M. Auel,romance|fiction|history|ebooks|classics|science,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5349,Autobiography of a Face,Lucy Grealy,memoir|nonfiction|biography|psychology|fiction|contemporary,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5350,Vanishing Girls,Lauren Oliver,mystery|contemporary|thriller|fiction|romance|suspense|ebooks|crime,2015.0,https://images.gr-assets.com/books/1414618400m/22465597.jpg
5351,Snow White and the Seven Dwarfs,Walt Disney Company,classics|fantasy|fiction|romance,1812.0,https://images.gr-assets.com/books/1320524015m/141019.jpg
5352,Darke,Angie Sage,fantasy|fiction|ebooks|paranormal,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5353,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,Jeff Kinney,nonfiction|comics|fiction|biography|contemporary,2010.0,https://images.gr-assets.com/books/1328811516m/7528717.jpg
5354,The Thin Man,Dashiell Hammett,mystery|fiction|classics|crime|thriller|suspense|ebooks,1934.0,https://images.gr-assets.com/books/1321111302m/80616.jpg
5355,Trading Up,Candace Bushnell,fiction|romance|contemporary|ebooks,2003.0,https://images.gr-assets.com/books/1351341588m/178813.jpg
5356,The Uplift War,David Brin,fiction|fantasy|science|ebooks,1987.0,https://images.gr-assets.com/books/1375272637m/234489.jpg
5357,Rage of a Demon King (The Serpentwar Saga #3),Raymond E. Feist,fantasy|fiction|ebooks|suspense|science,1997.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5358,Lucky Jim,Kingsley Amis,fiction|classics|contemporary|ebooks|romance,1954.0,https://images.gr-assets.com/books/1373459729m/395182.jpg
5359,A Faint Cold Fear,Karin Slaughter,mystery|thriller|crime|fiction|suspense|ebooks|contemporary|romance|horror,2003.0,https://images.gr-assets.com/books/1394126332m/21721.jpg
5360,The Rose Society,Marie Lu,fantasy|romance|fiction|paranormal|ebooks,2015.0,https://images.gr-assets.com/books/1443368070m/23846013.jpg
5361,Angel Falls,Kristin Hannah,fiction|romance|contemporary|ebooks,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5362,Waiting For You,Susane Colasanti,romance|contemporary|fiction|ebooks,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5363,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,Jeff Hobbs,biography|nonfiction|memoir|crime|history|contemporary,2014.0,https://images.gr-assets.com/books/1420938377m/18775365.jpg
5364,,Li Cunxin,biography|memoir|nonfiction|history|fiction|contemporary|art|travel,2003.0,https://images.gr-assets.com/books/1309282858m/298137.jpg
5365,The Neighbor,Lisa Gardner,mystery|thriller|suspense|fiction|crime|contemporary|ebooks|romance,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5366,Y: The Last Man Vol. 10: Whys And Wherefores,Brian K. Vaughan,comics|fiction|fantasy|romance|thriller|ebooks,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5367,Eon,Greg Bear,fiction|science|fantasy|ebooks|mystery|travel,1984.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5368,The Summer Before the War,Helen Simonson,fiction|romance|history|ebooks,2016.0,https://images.gr-assets.com/books/1443294379m/25776122.jpg
5369,"Erinnerungen, Träume, Gedanken von C.G. Jung",C.G. Jung,psychology|biography|philosophy|nonfiction|memoir|spirituality|science|classics|history|religion,1961.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5370,Bullet,Laurell K. Hamilton,paranormal|fantasy|romance|fiction|horror|contemporary|crime|mystery|ebooks|science,2010.0,https://images.gr-assets.com/books/1292915430m/7121598.jpg
5371,The Scottish Prisoner,Diana Gabaldon,fiction|mystery|romance|fantasy|history|ebooks|paranormal|suspense,2011.0,https://images.gr-assets.com/books/1372562277m/8533018.jpg
5372,Reunion,Meg Cabot,paranormal|fantasy|romance|fiction|mystery|contemporary|ebooks,2001.0,https://images.gr-assets.com/books/1327954705m/199785.jpg
5373,,,ebooks|philosophy|nonfiction,,
5374,Směšné lásky ,Milan Kundera,fiction|classics|contemporary|philosophy|romance,1970.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5375,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,romance|fiction|ebooks|history,2007.0,https://images.gr-assets.com/books/1274212433m/110387.jpg
5376,The Constitution of the United States of America,Founding Fathers,history|classics|philosophy|nonfiction|ebooks|biography,1787.0,https://images.gr-assets.com/books/1328756752m/89959.jpg
5377,Gustav Klimt: le monde comme une forme féminine,Gilles Néret,biography|art|nonfiction|history,1992.0,https://images.gr-assets.com/books/1393794080m/103902.jpg
5378,Under the Volcano,Malcolm Lowry,fiction|classics|contemporary|ebooks,1947.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5379,Sleep tight,Rachel Abbott,mystery|thriller|crime|fiction|suspense|ebooks|contemporary,2014.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5380,Dinosaurs Before Dark,Mary Pope Osborne,fantasy|fiction|history|mystery,2002.0,https://images.gr-assets.com/books/1320508235m/824734.jpg
5381,,,fiction|classics|science|fantasy|ebooks,,
5382,The Sea Wolf,Jack London,classics|fiction|philosophy|ebooks|romance|travel|thriller,1904.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5383,Darkest Hour,Meg Cabot,paranormal|fantasy|romance|fiction|mystery|contemporary|ebooks,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5384,Hark! A Vagrant,Kate Beaton,comics|history|fiction|nonfiction|art|contemporary|biography,2011.0,https://images.gr-assets.com/books/1327877328m/10767466.jpg
5385,The Dive From Clausen's Pier,Ann Packer,fiction|contemporary|romance,2002.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5386,Der Tod in Venedig,Thomas Mann,classics|fiction|romance|philosophy|ebooks,1912.0,https://images.gr-assets.com/books/1410132000m/53061.jpg
5387,The Tibetan Book of Living and Dying,Sogyal Rinpoche,philosophy|spirituality|religion|classics|psychology|nonfiction,1992.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5388,Enchantment,Orson Scott Card,fantasy|fiction|romance|contemporary|ebooks|paranormal|travel,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5389,The Fall of the House of Usher ,Edgar Allan Poe,classics|horror|fiction|mystery|fantasy|thriller|suspense|paranormal|ebooks|poetry,1839.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5390,The Soldiers of Halla,D.J. MacHale,fantasy|fiction|paranormal|mystery|ebooks,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5391,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",E. Lockhart,contemporary|fiction|romance|ebooks,2005.0,https://images.gr-assets.com/books/1342343845m/301022.jpg
5392,Regeneration,Pat Barker,fiction|history|classics|psychology|contemporary|poetry,1991.0,https://images.gr-assets.com/books/1365925619m/5872.jpg
5393,Four: The Initiate,Veronica Roth,fiction|fantasy|ebooks|romance,2014.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5394,Lucky Man,Michael J. Fox,memoir|nonfiction|biography,2002.0,https://images.gr-assets.com/books/1398617130m/133729.jpg
5395,The Penelopiad,Margaret Atwood,fiction|fantasy|classics|poetry|contemporary|history|ebooks,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5396,The Improbable Adventures of Sherlock Holmes,John Joseph Adams,mystery|fantasy|crime|horror|ebooks|classics|suspense|thriller|paranormal|science|history,2007.0,https://images.gr-assets.com/books/1391343317m/6390031.jpg
5397,The Starter Wife,Gigi Levangie Grazer,fiction|romance|contemporary,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5398,"Fables, Volume 2: Animal Farm",Bill Willingham,comics|fantasy|fiction|mystery|crime|ebooks,2003.0,https://images.gr-assets.com/books/1364233122m/167010.jpg
5399,The Fire Next Time,James     Baldwin,nonfiction|classics|history|fiction|memoir|biography|philosophy|religion,1963.0,https://images.gr-assets.com/books/1488825618m/464260.jpg
5400,Don't Let the Pigeon Stay Up Late!,Mo Willems,fiction|fantasy,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5401,We3,Grant Morrison,comics|fiction|fantasy|horror|science|ebooks|crime|manga,2005.0,https://images.gr-assets.com/books/1336056522m/22358.jpg
5402,Princess in Pink,Meg Cabot,romance|contemporary|fiction|ebooks,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5403,"The Coffin Club (Vampire Kisses, #5)",Ellen Schreiber,paranormal|romance|fantasy|fiction|ebooks|horror,2008.0,https://images.gr-assets.com/books/1306605099m/2051840.jpg
5404,Main Street,Sinclair Lewis,classics|fiction|ebooks,1920.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5405,Percy Jackson's Greek Gods,Rick Riordan,fantasy|fiction|ebooks|nonfiction,2014.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5406,Dairy Queen,Catherine Gilbert Murdock,sports|contemporary|romance|fiction|ebooks,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5407,Telegraph Avenue,Michael Chabon,fiction|music|contemporary|ebooks,2012.0,https://images.gr-assets.com/books/1335716595m/10756240.jpg
5408,Genesis,Karin Slaughter,mystery|thriller|crime|fiction|suspense|ebooks|romance,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5409,The Book of Speculation,Erika Swyler,fiction|fantasy|mystery|contemporary|ebooks|paranormal|romance|suspense|thriller,2015.0,https://images.gr-assets.com/books/1422476749m/23014670.jpg
5410,Flirt,Laurell K. Hamilton,paranormal|fantasy|romance|fiction|horror|contemporary|mystery|ebooks|science|crime|thriller,2009.0,https://images.gr-assets.com/books/1310494369m/6726595.jpg
5411,Inner Harbor (Chesapeake Bay Saga #3),Nora Roberts,romance|contemporary|fiction|mystery|paranormal|ebooks|suspense,1998.0,https://images.gr-assets.com/books/1399120297m/59825.jpg
5412,Bite Me,Christopher Moore,fiction|fantasy|paranormal|horror|romance|contemporary|ebooks|science,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5413,Zen of Seeing: Seeing/Drawing as Meditation,Frederick Franck,art|philosophy|spirituality|nonfiction|psychology|religion,1973.0,https://images.gr-assets.com/books/1403191163m/228765.jpg
5414,Green Rider,Kristen Britain,fantasy|fiction|romance|paranormal|ebooks,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5415,The Dragonriders of Pern,Anne McCaffrey,fantasy|fiction|ebooks|classics|romance|science|paranormal,1968.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5416,"Boy, Snow, Bird",Helen Oyeyemi,fiction|contemporary|fantasy,2013.0,https://images.gr-assets.com/books/1391384454m/18079683.jpg
5417,E Is for Evidence,Sue Grafton,mystery|fiction|crime|suspense|thriller|ebooks|contemporary,1988.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
